account_length,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,number_customer_service_calls,churn
124,0,26.76,14.26,8.5,2.38,3,0
23,0,19.23,14.35,11.83,1.86,1,1
225,0,31.06,20.95,9.81,2.38,1,0
181,0,27.42,10.57,11.79,3.81,0,1
63,0,24.23,17.71,10.3,2.03,2,0
54,0,32.39,22.07,6.37,2.62,2,1
80,15,27.08,14.5,6.35,3.21,1,0
118,39,26.15,10.48,5.3,2.48,1,0
42,0,30.72,14.84,7.44,3.24,2,0
134,0,34.46,19.12,11.43,3.27,0,0
66,35,32.44,22.21,9.43,2.4,0,0
66,0,34.87,19.78,11.7,2.48,2,0
127,28,40.05,20.13,10.85,2.08,1,0
146,0,32.18,13.25,8.37,2,0,0
93,42,28.37,23.22,7.69,3.11,1,0
77,0,41.68,21.6,10.77,2.03,0,1
111,0,22.54,18.79,5.76,3.43,4,1
125,0,30.99,11.88,7.72,3.13,2,0
115,14,32.69,7.54,10.32,2.84,2,0
115,0,20.74,18.72,8.09,2.92,2,1
114,0,32.81,21.25,6,2.59,2,0
106,0,26.96,18.7,11.38,2.46,0,0
118,39,15.56,18.69,10.31,3.43,2,0
59,0,26.11,17.47,5.15,3.38,1,0
87,40,37.67,13.35,10.01,3.11,1,0
21,0,41.6,14.28,12.67,1.78,1,0
142,24,40.77,24.3,11.55,2.57,0,0
62,0,29.31,19.59,10.27,2.97,0,0
149,0,41.23,20.86,9.88,2.7,3,1
54,39,19.99,13.53,10.64,3.05,2,0
112,0,29.67,22.04,7.67,3.05,1,0
68,0,26.74,18.78,9.85,3.24,1,0
201,21,32.64,20.32,5.22,4.08,1,0
88,0,37.09,14.39,6.35,2.16,1,0
85,29,24.58,11.9,7.44,2.94,1,0
51,0,26.11,19.8,9.64,3.81,0,1
45,29,23.09,18.91,10.6,2.13,2,0
116,0,27.32,12.48,12.95,2.21,0,0
146,31,34.43,20.52,7.63,2.11,1,0
63,34,25.87,19.3,8.81,3.32,1,0
133,0,38.66,6.22,5.14,1.27,0,0
125,0,32.57,17.48,9.46,2.48,2,0
72,0,23.61,17.99,8.08,2.92,1,0
130,0,21.59,17.59,10.43,1.65,0,0
97,0,28.66,22.03,12.59,1.97,1,0
54,0,48.72,18.97,9.17,3.11,1,1
160,29,27.98,22.34,5.57,4.1,1,0
79,0,24.48,11.54,9.56,3.51,1,0
92,47,24.07,17.67,9.16,2.75,0,0
59,0,34.73,21.02,9.66,3.24,1,0
132,0,27.74,14.25,3.94,1.67,1,0
21,0,38.25,20.76,9.95,2.89,0,0
93,0,29.94,16.97,11.88,2.3,2,0
147,36,43.21,19.39,4.41,3.73,5,0
101,0,29.73,22.27,9.45,2.3,1,0
125,0,31.84,13.66,11.87,2.59,0,1
63,0,36.01,19.63,9.77,2.89,3,0
107,0,41.12,10.79,8.35,3.16,0,0
110,0,33.34,16.97,6.12,3.48,3,0
83,0,39.32,17.88,9.78,3.35,3,0
117,0,27.47,16.69,13.27,3.73,1,0
124,0,32.98,20.49,10.24,3.21,0,0
115,0,18.65,19.02,10.81,4.16,3,0
156,0,47.09,20.26,4.25,2.24,1,0
89,0,32.66,13.91,7.64,1.65,0,0
72,0,33.73,18.44,5.08,3.54,0,0
101,42,35.56,13.57,8.17,2.57,0,0
53,0,31.42,18.39,6.35,4.97,2,0
116,0,28.53,12.07,8.58,1.97,2,0
78,0,23.66,16.27,12.89,3.19,3,0
117,17,37.62,14.25,11.82,1.19,0,0
56,0,20.67,14.05,10.98,2.4,1,0
123,39,45.97,20.83,4.9,4.16,1,0
127,0,23.73,20.48,5.72,2.38,2,0
116,23,43.01,11.81,12.5,3.19,2,0
138,26,31.26,20.46,8.36,4.05,1,0
120,0,34.56,22.09,5.22,2.11,3,0
102,0,34.1,12.96,8.97,2.08,3,0
95,0,28.49,14.96,11.29,3.62,2,0
102,0,26.61,17.37,6.39,2.67,2,0
89,25,36.57,16.78,7.29,2.86,1,0
50,0,51.29,14.2,3.25,2.84,1,0
93,42,25.89,22.74,12.01,3.05,7,0
68,0,33.22,18.03,6.23,4.08,1,0
70,0,35.48,23.42,8.21,2.16,2,0
138,29,32.32,18.97,11.53,3.83,0,0
141,37,31.52,15.17,9.82,2.16,4,0
112,17,31.14,21.49,7.05,2.62,0,0
117,0,9.21,25.77,7.73,2.32,1,1
1,26,35.36,15.73,8,2.19,1,0
70,0,39.15,6.62,11.12,3.56,1,0
87,22,40.94,6.45,10.11,1.92,2,0
52,21,33.27,9.03,7.08,1.43,2,0
97,0,46.94,17.09,10.41,2.4,0,1
105,0,28.24,14.95,10.96,4.37,2,0
77,28,23.1,20.78,9.34,3.11,4,1
80,0,32.15,18.97,12.11,3.75,2,1
120,43,30.24,14.88,7.26,3.11,1,0
54,39,24.46,17.88,5.81,3.38,2,0
148,0,25.19,13.57,8.88,2.32,2,0
119,0,48.81,13.54,9.76,3.75,2,1
162,26,30.55,18.54,9.55,2.51,1,1
85,0,28.19,16.15,6.48,2.94,5,1
101,25,24.5,14.25,10.8,3.92,1,0
172,0,29.33,21.51,9.97,1.59,0,0
80,0,33.97,14.2,12.23,1.49,1,0
67,0,18.55,12.1,4.1,2.94,2,0
86,0,29.21,25.64,6.27,2.62,1,0
107,0,37.79,24.31,11.22,3.27,1,1
133,0,41.79,22.5,5.03,3.02,0,0
116,0,27.98,23,10.37,2.16,0,0
63,0,35.99,23.09,9.15,2,0,0
119,16,25.02,13.61,8.28,2.08,0,1
133,0,43.3,21.44,8.01,2.16,0,1
94,0,28.92,23.1,4.98,2.35,1,0
69,0,33.17,22.23,9.17,3.08,0,0
146,0,25.38,15.9,6.74,2.13,7,1
119,0,13.92,21.57,9.59,2.4,2,1
142,25,32.49,12.72,10.25,2.65,0,0
123,0,35.17,19.07,8.88,2.24,3,0
101,0,40.63,23.21,12.52,3.65,1,1
43,0,30.48,21.48,10.24,2.16,0,0
69,0,31.5,18.62,10.96,1.49,0,0
15,0,24.04,10.53,14.56,2.19,2,0
107,25,42.26,10.14,8.74,3.24,1,0
67,0,25.93,21.45,8.34,1.32,2,0
99,0,24.75,19.63,8.17,3.08,1,0
46,0,27.91,16.68,10.62,2.19,1,0
55,0,37.57,14.06,10.59,2.62,1,0
39,0,50.22,19.73,9.2,3.11,1,1
92,0,23.77,14.87,9.07,2.54,2,0
56,0,27.59,12.67,11.5,4,4,1
76,0,46.36,20.09,10.6,2.08,0,1
132,33,34.05,19.26,8.95,3.48,2,0
140,28,26.71,14.65,8.3,3,1,0
51,12,23.09,17.05,8.66,3.32,2,0
27,0,40.24,19.71,7.41,3.43,1,0
224,0,18.94,14.88,9.77,1.49,3,0
105,28,26.54,9.1,7.55,3.97,0,1
117,0,32.49,24.04,3.82,3.24,2,0
91,0,26.01,11.99,7.72,2.78,1,1
135,0,37.2,20.64,3.86,2.78,4,0
146,0,34.92,11.47,13.97,2.78,3,0
147,0,38.28,15.72,6.44,2.67,0,1
68,0,42.48,21.63,12.29,2.4,2,1
68,0,22.37,11.65,11.53,2.75,3,0
86,21,33.64,14.08,9.36,2.73,0,0
131,0,28.31,17.87,11.57,2.67,1,0
86,29,38.32,15.9,12.65,3.48,1,0
159,0,46.89,16.11,10.08,2,2,1
134,40,24.29,7.53,13.05,2.92,1,0
113,0,35.22,21.76,9.49,2.67,1,0
132,0,35.05,17.95,8.83,2.75,1,0
85,0,35.75,16.64,9.97,3.02,1,0
93,38,38.37,10.17,8.69,3.78,1,1
174,33,28.53,17.45,5.85,3.92,4,1
61,0,33.61,12.94,9.95,1.89,2,0
91,39,28.87,5.54,6.5,2.94,1,0
88,28,32.4,20.17,9.52,2.65,2,0
88,45,13.65,13.03,13.91,3.46,2,0
195,36,39.39,19.13,9.08,3.27,0,0
182,0,11.75,19.58,11.55,1.76,0,0
118,0,32.1,18.48,9.9,2.21,4,0
103,0,25.6,14.37,9.95,2.81,8,1
65,0,32.64,11.86,8.43,1.49,2,0
61,25,27.83,9.62,6.03,2.67,3,0
172,0,35.99,16.89,13.58,1.76,1,0
72,0,29.84,11.25,10.93,3.19,1,0
113,0,25.52,17.01,12,2.97,2,0
177,0,32.22,14.99,10.17,3.83,1,0
100,0,12.04,18.33,10.39,2.57,6,1
67,0,36.64,16.21,9.65,2.32,1,0
136,0,17.29,17.24,6.13,2.54,3,0
71,0,43.93,10.78,8.21,2.62,4,0
134,0,41.21,13,14.32,3.19,1,0
124,0,22.41,24.17,13.75,3.05,1,0
84,0,32.33,16.8,11.14,2.65,2,0
39,0,26.2,17.36,8.83,2.65,2,0
110,0,31.96,7.69,6.76,4.13,3,0
102,0,17.53,23.38,6.35,3.02,1,0
70,0,29.82,13.56,11.73,3.13,0,0
142,0,24.72,17.77,9.63,2.94,1,0
81,0,42.6,15.97,5.41,2.11,1,0
17,0,27.46,18.21,14.18,2.32,1,0
119,0,44.22,21.8,10.31,2.7,1,1
105,0,47.82,25.63,9.13,2.35,0,1
108,42,22.12,14.2,11.01,3.67,3,1
90,0,17.34,9.63,8.49,3.08,2,0
100,33,37.18,13.18,4.46,3.27,1,0
155,30,21.85,16.01,11.45,1.84,1,0
113,0,21.88,19.3,8.01,2.48,2,1
123,0,29.27,13.82,11.26,2.35,1,0
145,0,33.86,10.71,13.01,2.05,1,0
42,0,31.37,17.04,12.56,2.38,2,0
125,0,28.66,14.93,10.95,2.94,0,0
131,30,29.58,17.45,9.82,1.81,1,0
107,0,39.17,21.88,4.83,2.3,1,0
48,0,33.69,17.24,6.59,1.38,1,0
76,0,31.64,17.99,10.38,2.16,0,0
128,0,25.25,20.66,11.48,1.84,1,0
73,0,26.71,22.85,8.17,2.7,0,0
52,0,26.35,11.34,7.92,1.89,4,1
126,26,21.98,15,6.95,2.59,1,0
124,0,32.05,15.47,9.82,1.65,1,0
137,0,35.5,19.15,9.97,3,0,0
71,0,40.46,23.67,8.69,3.19,0,1
139,0,35.89,17.59,8.73,1.51,0,0
107,30,33.81,17.6,7.19,3.4,3,0
147,0,36.18,17.35,7.03,2.75,1,0
116,0,23.36,10.2,5.86,3.35,3,0
60,31,32.61,22.76,9.02,3.46,2,0
38,0,25.33,4.18,7.35,3.75,0,0
63,0,19.91,21.22,7.3,3,3,0
94,0,18.36,20.56,11.34,2.81,3,0
131,0,19.18,16.95,6.42,2.73,0,0
158,0,29.9,16.01,8.47,2.97,1,0
139,0,40.22,14.44,9.55,3,1,1
77,0,28.8,15.72,10.54,0.54,1,0
140,0,22.03,20.93,7.74,2.54,3,0
72,0,30.11,15.7,7.83,2.16,1,0
52,20,22.66,15.65,12.28,3.65,1,0
103,0,28.53,18.1,9.37,3.51,5,0
74,32,29.68,26.4,10.56,2.43,1,0
124,0,25.55,21.75,6.15,3.38,2,0
85,21,48.14,20.37,6.73,1.7,5,0
113,20,26.83,13.73,12.22,2.35,5,1
71,0,24,12.67,7.71,1.89,2,0
177,27,39.13,16.67,9.69,2.81,1,0
49,0,40.43,17.76,7.55,4.21,2,1
106,0,34.68,14.32,7.38,3.59,3,1
60,0,37.59,15.18,9.12,2,1,0
43,0,30.12,12.12,14.13,3.43,4,0
66,0,20.06,21.09,9.65,1.43,1,0
125,0,27.85,21.73,8.68,4.24,0,0
114,4,24.02,19.58,10.07,2.54,3,0
112,0,46.33,19.22,7.16,4.43,3,1
101,16,20.21,19.41,8.1,2.21,2,0
70,0,1.34,11.59,7.05,3.27,0,0
59,0,27.12,14.21,6.24,2.75,0,0
59,0,25.53,15.78,9.56,3.27,1,0
124,30,24.57,22.3,10.19,3.24,2,0
99,0,23.92,17.93,10.35,3.35,2,0
150,0,28.76,18.43,8.07,3.4,1,0
81,0,37.54,12.62,8.28,2.05,2,0
86,0,36.77,22.64,9.63,1.22,0,0
84,0,28.82,13.4,4.42,2.86,0,0
118,35,43.57,21.94,9.7,3.16,1,0
89,0,30.55,25.48,8.34,2.05,1,0
93,0,45.22,11.06,7.46,3.54,3,0
85,0,16.44,16.47,7.73,2.62,2,0
160,0,14.06,16.54,7.15,2.94,0,0
28,0,28.59,13.74,8.66,2.73,3,0
73,0,48.69,15.15,9.64,2.89,1,1
156,0,29.63,15.86,11.62,3.48,3,0
33,0,32.4,13.74,8.55,3.51,1,0
77,0,29.84,17.43,11.03,4.81,4,0
119,0,22.68,17.39,8.86,3,1,0
91,27,34.78,11.56,9.47,1.78,3,0
102,0,41.17,19.82,8.48,1.67,3,0
86,33,43.03,17.86,4.27,3.21,3,0
82,0,22.1,15.75,8.04,2.24,0,0
89,0,18,16.12,7.69,3.43,0,0
86,0,33.01,16.47,8.64,2.51,3,0
134,0,31.25,10.5,7.23,1.65,1,0
92,0,33.41,16.15,7.34,2.92,2,0
87,0,31.37,14.62,8.25,3.7,3,0
64,0,44.52,12.59,6.53,3.73,0,0
80,0,34.41,22.12,7.98,2.48,3,0
165,39,28.46,14.68,8.67,2.57,3,0
153,22,28.51,20.98,9.18,2.03,1,0
41,30,32.59,16.41,6.72,3,1,0
108,0,40.83,19.58,9.76,1.4,2,0
104,26,32.15,15.15,8.97,3,1,0
115,0,21.71,15.55,7.78,2.86,1,0
87,0,34.88,8.46,8.53,3.62,1,0
159,23,26.11,18.44,7.26,3.4,2,0
119,0,26.27,16.46,8.14,3.62,2,0
69,0,26.13,16.49,11.52,3.81,1,0
87,36,29.1,15.79,10.24,2.92,1,0
93,0,55.78,12.89,13.66,2.35,1,1
154,0,24.8,17.7,8.14,3.89,0,1
57,37,34.2,23.81,6.94,3.19,1,0
130,0,23.65,20.91,9.32,3.08,5,0
151,0,20.21,23.66,8.77,3.56,2,0
162,0,36.99,23.72,11.28,2.81,2,1
60,0,24.65,17.77,14.78,3.94,1,0
81,0,34.6,24.62,9.58,2.35,3,0
132,0,40.82,15.33,6,2.16,3,0
86,0,14.25,20.42,7.14,1.81,1,0
136,0,45.87,19.45,11.59,2.73,1,1
121,21,21.47,17.82,8.66,2.86,1,0
105,15,14.98,14.95,12.15,2.62,2,0
105,34,37.15,16.72,6.8,2.67,2,0
51,26,40.26,22.39,8.15,3.02,1,0
64,0,21.1,16.39,7.33,1.73,3,0
80,30,31.31,14.24,9.58,2.7,0,0
56,0,37.86,23.55,4.58,3.67,4,0
120,0,25.36,16.46,11.2,3,1,0
103,0,35.11,15.32,9.93,3.29,3,0
164,27,27.15,14.35,10.98,2.59,3,0
116,27,34.8,17.8,9.58,1.89,2,0
121,0,36.24,10.26,11,2.03,1,0
55,0,45.83,14.59,9.86,2.21,1,0
183,0,19.84,18.17,9.64,2.62,2,0
104,0,44.78,20.02,4.59,3.51,0,0
90,0,23.83,18.18,5.4,1.92,1,0
82,0,33.61,10.85,6.39,3.65,1,0
101,0,23.15,18.78,8.86,3.59,3,0
9,16,15.05,15.2,10.29,3.11,2,0
97,0,36.6,20.6,12.59,3.27,0,0
94,0,45.76,16.47,11.59,2.4,3,1
127,25,34.65,22.7,10.13,1.97,0,0
125,34,45.63,18.89,5.29,2.78,0,0
140,0,27.05,22.93,9.92,2.78,1,0
90,0,19.45,10.85,11.39,2.73,2,0
67,0,23.61,17.76,10.46,2.48,2,0
113,0,31.62,20.18,6.66,3.29,1,0
121,26,28.97,21.63,9.88,4.08,0,0
93,0,27.97,19.63,6.75,2.67,4,0
121,0,28.66,14.33,4.29,3.32,1,0
53,0,44.4,21.32,7.92,2.65,0,1
75,0,32.39,15.16,7.31,3.54,1,0
132,0,30.79,26.72,11.1,1.13,2,0
162,0,30.11,9.75,6.91,1.76,3,0
140,0,27.29,20.44,10.51,3.05,1,0
91,0,22.9,25.1,8.8,1.78,2,0
73,28,33.69,11.82,8.96,2.38,2,0
95,0,38.91,21.73,9.36,2.73,4,1
145,0,41.09,11.54,12.49,3.54,0,0
100,0,22.29,14.98,4.04,1.16,1,0
122,0,39.8,17.02,10.68,3.54,2,0
109,0,34.02,25.58,10.62,3.21,0,0
82,0,26.18,8.02,12.94,2.73,1,0
65,23,38.11,16.12,10.03,2.65,0,0
52,0,25.21,15.44,7,2.24,3,0
136,24,29.68,15.01,9.65,2.38,2,0
75,0,23.55,13.02,9.7,3,1,0
146,0,18.53,22.59,10.27,3.4,1,0
105,0,27.59,18.06,9.66,3,4,0
48,0,35.84,16.12,7.09,4.43,2,0
45,0,24.21,27.09,10.08,3,1,0
106,37,38,19.98,6.3,2.86,2,0
33,0,31.03,19.73,6.71,2.03,2,0
68,0,37.33,11.99,9.26,2.92,2,0
106,0,32.91,20.25,7.94,3.48,0,0
141,0,32.71,13.34,7.91,2.97,0,0
98,0,40.15,16.1,6.91,3.59,0,0
94,28,39.64,9.63,5.31,4.35,0,0
65,0,27,16.02,8.52,2.65,2,0
85,0,21.44,23.35,8.3,2.65,1,0
71,0,49.37,21.58,11.85,2.73,3,1
112,30,10.3,14.1,5.98,3.59,0,0
110,0,25.23,16.47,9.27,1.86,0,0
111,0,41.91,18.39,8.08,3.43,2,0
74,0,50.68,17.11,9.66,2.62,2,1
105,0,20.28,15.73,7.07,2.94,2,0
40,0,41.23,19.8,6.93,2.59,0,0
128,18,37.76,13.65,9.85,3.67,0,1
123,0,40.15,23.28,10.22,2.73,2,1
122,0,24.51,18.04,7.62,2.57,0,0
114,19,26.28,20.54,7.2,3.4,3,0
102,25,23.36,15.02,8.47,2.75,2,0
126,0,17.63,10.8,14.82,3.89,0,0
150,0,23.22,17.8,7.25,3.29,4,1
60,0,49.27,21.73,10.93,3.16,2,1
123,0,44.35,14.32,8.02,3.59,3,0
138,0,33.35,15,10.46,4.1,0,1
29,0,33.25,10.74,6.69,3.83,1,0
111,0,37.77,13.81,8.32,3.21,4,0
37,0,29.39,15.56,10.19,2.65,0,1
111,0,42.47,20.6,10.43,3.13,0,1
81,0,26.27,18.38,10.34,3.7,1,0
46,0,15.37,23.48,6.59,3.43,1,0
69,27,45.7,20.96,12.24,4.43,0,0
125,0,18.04,13.4,8.66,2.19,1,0
43,0,4.59,13.68,12.58,2.89,3,0
127,27,23.82,18.99,11.61,1.03,1,0
94,0,41.65,15.33,11.83,2.62,1,0
46,0,33.44,17.5,9.75,3.02,3,0
73,26,22.3,9.05,9.98,2.75,2,0
146,23,25.43,20.38,13.21,2,2,0
93,0,40.77,21.4,7.59,2.94,1,0
52,31,24.16,16.41,11.4,2.97,1,0
202,0,19.62,15.19,8.36,1.62,3,0
129,31,32.81,19.11,8.89,2.78,2,0
94,0,35.04,19.09,11.55,3.51,1,0
100,0,27.25,18.81,6.77,3.02,0,0
43,0,33.98,24.51,8.13,3.05,1,0
130,0,36.23,17.53,7.35,2.4,0,0
124,0,30.31,19.98,10.79,2.94,3,0
92,0,42.89,17.6,12.81,3.24,3,1
48,0,33.61,11.62,11,3.56,4,0
98,29,18.89,18.52,11.16,1.78,2,0
100,0,16.41,17.87,6.59,3.38,1,1
79,0,26.67,10.39,8.51,3.05,3,0
164,0,20.96,14.45,7.47,3.43,1,0
105,0,32.93,15.57,13.22,2.92,1,0
89,0,35.17,14.25,7.01,2.94,0,0
126,0,42.47,22.26,7.51,3.43,3,1
96,0,24.48,19.1,10.25,2.7,1,0
120,33,50.92,13.89,6.6,3.13,0,0
212,0,38.42,25.89,8.15,3.4,2,1
72,0,23.39,12.2,12.32,2.59,2,0
155,26,35.99,11.83,6.6,3,1,0
89,0,15.25,15.28,6.56,2.57,2,0
126,0,33.59,20.95,12.84,3.38,2,0
172,0,45.9,21.81,7.58,3.24,2,1
75,0,38.2,16.32,9.55,3.05,3,0
143,0,33.03,10.51,10.33,2.75,2,0
166,0,8.11,22.47,10.58,3.56,0,1
132,0,32.32,15.49,12.59,3.51,1,0
94,0,15.22,28.89,7.78,2.13,1,1
99,0,31.04,13.13,8.82,3.27,0,0
136,35,34.94,25.37,9.64,1.86,1,0
119,0,39.36,22.69,9.49,2,1,0
115,0,42.72,21.46,5.32,2.67,3,1
160,0,29.1,20.7,8.02,3.51,2,0
166,0,33.64,21.34,6.22,3.02,2,0
120,0,22.92,17.35,10.73,1.81,1,0
173,0,32.54,14.32,4.92,2.78,1,0
156,0,29.67,16.78,10.73,2.86,0,0
70,0,30.16,19.23,11.43,2.94,0,0
41,0,30.96,17.98,9.33,1.84,1,0
132,0,37.81,14.06,9.38,3.02,0,0
47,0,8.13,15.21,6.87,3.59,0,1
160,0,20.71,7.59,6.78,2.78,1,0
180,0,24.4,16.09,7.87,2.38,3,0
93,0,28.03,17.88,10.32,2.11,2,0
109,0,32.91,12.64,12.71,3.54,2,0
80,0,17.19,22.37,6.2,1.97,0,0
54,24,15.69,16.41,4.47,3.13,2,0
121,0,28.71,10.53,11.98,0.78,2,0
157,29,37.26,17.51,8.66,4.05,1,0
170,37,30.28,20.64,10.93,3.51,0,0
138,0,24.91,24.18,7.92,3.78,3,0
92,31,29.29,22.63,10.27,3.19,1,0
126,0,32.45,12.72,8.61,3.51,1,0
41,0,39.46,27.8,10.19,2.94,3,1
167,0,28.76,14.73,9.74,3.35,4,1
91,0,21.05,27.12,10.69,1.97,2,0
127,0,16.32,15.05,7.3,2.62,3,0
88,27,15.88,21.42,8.5,2.94,1,0
113,0,15.4,14.5,6.18,1.46,1,0
78,0,25.99,21.81,7.81,1.43,2,0
123,0,43.84,17.99,8.52,2.54,2,0
136,29,14.48,19.58,10.96,2.43,2,0
68,34,27.2,15.68,9.37,1.65,1,0
132,10,31.09,24.85,6.4,3.11,0,0
133,0,36.75,18.89,8.64,0.84,2,0
127,0,44.49,15.45,4.54,0.89,0,0
110,0,41,14.82,11.04,2.3,2,0
121,0,30.12,10.5,9.59,2.27,1,0
116,0,15.22,15.37,8.69,3.78,2,0
112,16,34.05,16.81,6.8,2.81,1,0
97,0,24.65,25.02,10.79,2.97,4,1
43,0,27.12,10.17,7.83,1.84,2,0
110,0,25.81,11.73,10.51,3.02,3,0
67,0,29.95,20.06,6.86,2.86,1,0
166,0,25.86,10.29,8.91,2.65,0,0
129,0,27.42,18.75,10.11,2.59,1,0
103,0,29.19,12.28,7.11,1.84,3,0
71,0,47.41,16.17,11.48,3.16,0,1
112,27,36.21,19.23,8.54,3,4,0
8,36,41.29,14.53,7.98,1.3,1,0
98,0,36.92,25.79,8.87,3.35,0,1
90,0,29.9,24.24,6.79,3.51,1,0
13,0,51.54,14.49,10.24,3.11,0,1
58,0,40.61,15.91,8.15,3.19,2,0
137,22,32.23,15.22,8.08,3.08,2,0
116,0,22.66,21.06,9.86,3.05,5,1
94,28,15.76,10.86,10.15,2.67,3,0
87,0,30.12,21.16,9.04,2.32,3,0
120,0,31.37,17.77,7.64,2.75,2,0
97,24,29.94,13.55,12.11,3.27,0,0
134,0,34.8,12.16,7.46,2.97,6,0
68,0,24.41,11.42,9.7,4.19,2,0
93,0,30.48,16.05,11.39,3.27,1,0
120,0,23.34,18.04,6.87,2.84,1,0
41,0,40.43,19,9.78,2.75,2,0
80,0,34.63,18.39,6.94,2.05,2,0
83,25,32.52,21.31,11.22,4.75,2,0
109,0,35.55,17.43,5.37,2.11,2,0
66,33,15.1,9.32,7.77,1.92,3,0
104,0,16.52,13.23,11.77,3.35,0,0
89,0,23.44,16.37,11.51,2.97,1,0
127,0,38.13,15.78,7.17,2.7,2,0
117,13,35.29,12.98,10.48,2.62,1,0
128,0,45.58,10.24,9.94,3.89,2,0
88,0,28.34,15.24,10.92,1.84,4,1
61,0,45.41,15.33,10.38,4.67,1,1
22,0,30.91,16.88,9.3,2.51,2,0
78,0,25.01,16.97,7.23,3.7,0,0
56,29,6.41,12.25,10.2,1.32,1,0
192,0,31.45,19.12,9.56,3.08,2,0
70,0,26.59,14.54,8.82,2.32,2,0
148,0,40.68,16.63,10.47,2.94,1,0
65,29,36.64,13.76,5.77,2.38,2,0
119,0,22.93,17.98,8.48,3.05,1,0
80,0,33.12,17.84,8.73,3.46,0,0
152,20,40.65,17.77,12.07,3.59,5,0
113,0,15.74,15.1,7.19,3.89,3,0
75,0,35.6,17.98,13.1,1.94,1,0
80,0,33.59,13.98,4.23,1.73,1,0
148,0,2.99,13.74,9.14,2.86,1,0
63,0,10.69,17.25,11.66,2.4,1,0
97,28,34.39,5.88,11.59,1.81,1,0
166,0,23.14,15.42,5.91,3.05,0,0
94,0,35.19,14.23,10.72,0.7,1,0
85,33,35.34,19.85,9.96,3.65,1,0
80,0,47.01,16.63,9.46,1.94,1,1
210,31,53.35,12.55,8.67,2.73,3,0
88,25,49.05,17.29,10.28,3.51,1,0
100,0,35.85,27.99,5.72,2.54,4,0
154,35,11.03,15.65,6.82,3.94,1,0
32,26,41.4,20.13,7.8,2.43,1,0
18,0,33.49,17.31,9.09,2.35,3,0
126,31,47.26,21.52,10.04,2.35,0,0
144,37,37.38,18.88,5.33,2.7,1,0
29,0,53.24,18.39,9.83,3.46,2,1
86,16,24.77,16.24,9.7,3.05,0,0
138,37,12.89,14.76,7.32,2.21,0,0
146,0,33.3,19.43,13.66,3.29,3,0
175,0,22.44,19.65,14.1,2.35,1,0
74,0,21.08,22.28,12.07,3.16,2,0
48,0,29.22,13.52,6.28,2.05,2,0
74,31,42.4,17.81,8.13,2.67,4,0
105,0,38.83,12.33,11.04,2.08,0,0
157,0,28.66,17.43,7.91,1.59,3,0
217,0,21.03,21.12,12.13,3.59,0,0
68,0,30.38,21.45,11.51,2.27,1,0
80,0,19.24,15.77,10.68,2.57,1,0
38,25,24.21,26.66,5.7,3.62,2,0
107,38,34.71,17.5,12.89,2.24,0,0
140,0,25.45,18.06,11.07,3.4,3,0
98,0,38.61,10.24,5.27,1.27,5,1
114,0,26.4,14.44,9.32,3.4,2,0
46,0,26.59,15.77,10.2,3.19,1,0
118,42,25.28,14.22,12.18,2.81,0,0
37,0,46.19,13.18,8.98,1.78,3,0
34,0,32.93,10.79,9.95,2.38,0,0
98,23,41.74,24.88,8.28,2.92,1,0
113,0,41.7,22.09,9.19,2.89,3,1
69,0,33.34,20.13,8.2,3.21,0,0
121,0,22.8,16.58,7.18,2.84,2,0
59,31,38.25,16.26,10.2,2.46,1,0
59,0,32.25,9.85,9.93,2,0,0
190,0,24.29,15.12,5.1,1.78,0,0
109,0,29.85,20.23,8.93,2.75,1,0
136,0,15.71,18.62,9.57,3.48,2,0
86,0,15.78,13.57,6.69,2.38,1,0
100,27,37.69,20.07,8.67,2.16,0,0
106,0,27.13,23.53,10.06,2.38,0,0
104,0,24.57,15.34,10.17,4.59,2,0
129,0,27.05,17.21,10.49,3.11,2,0
205,0,8.48,12.81,8.47,2.73,2,0
93,32,19.87,19.75,5.75,2.97,0,0
123,0,25.5,7.63,14.67,3,3,0
99,0,43.25,13.54,11.9,1.62,1,0
61,33,46.02,17.06,9.08,2.94,3,0
71,0,35.19,14.77,8.03,3.27,1,0
4,0,24.7,25.82,9.27,2.4,0,0
148,25,39.22,19.87,9.71,3.65,3,0
141,0,25.76,20.59,13.69,2.92,1,0
56,0,24.84,16.68,13.95,2.48,0,0
160,0,43.52,15.93,5.36,3.11,3,0
43,35,34.03,20.77,9.32,3.13,3,0
42,0,25.62,20.97,4.67,1.89,2,0
135,0,31.62,5.61,9.59,3.48,1,0
106,0,36.19,15.9,5.76,1.7,3,0
106,0,33.12,18.14,8.59,3.11,0,0
83,30,46.33,21.51,8.14,2.35,3,0
110,0,22.97,17.44,7.48,3.16,1,0
153,0,26.28,22.36,16.55,4.19,1,0
109,35,39.19,22.59,12.14,2.86,5,0
31,0,28.12,17.31,9.08,2.21,1,0
124,0,24.36,19.61,9.64,2.11,4,1
110,0,46.09,20.15,10.8,2.65,2,1
124,0,43.1,10.02,11.18,3.78,0,0
82,0,28.41,11.2,8.43,2.54,6,1
122,0,28.61,7.45,11.12,2.27,1,0
137,0,17.8,21.23,8.65,2.4,1,0
69,0,23.02,20.24,8.8,2.86,1,0
46,34,32.54,30.75,6.64,1.94,1,0
103,0,26.98,16.86,8.15,2.84,1,0
